,index,age,income,members_in_household,loan_accounts,Savings,Mortgage,Pension,id,nb_products
535,535,38,48536.0,6,0,1,0,0,46279,1
536,536,41,53220.0,5,1,1,0,0,55973,1
537,537,33,42351.0,4,3,0,1,0,32943,1
538,538,27,39820.0,6,1,0,0,0,25363,0
539,539,39,47381.0,3,0,0,0,0,43730,0
540,540,44,54879.0,7,0,1,0,0,59422,1
541,541,54,65786.0,1,1,1,0,0,90674,1
542,542,44,67529.0,5,0,1,0,0,94035,1
543,543,57,47996.0,6,1,1,0,0,45108,1
544,544,35,31555.0,4,7,0,1,0,10373,1
545,545,47,46951.0,6,0,0,0,0,42978,0
546,546,27,54579.0,7,0,0,0,0,58989,0
547,547,56,33705.0,6,2,0,0,0,14576,0
548,548,46,45686.0,6,1,0,0,0,39429,0
549,549,34,63833.0,7,0,1,0,0,84722,1
550,550,48,53378.0,2,0,1,0,0,56527,1
551,551,34,28320.0,7,1,0,0,0,5981,0
552,552,19,25885.0,4,2,0,0,0,3102,0
553,553,50,29739.0,4,2,0,0,0,7167,0
554,554,32,38795.0,6,2,0,1,0,23931,1
555,555,35,72946.0,6,0,1,0,0,109671,1
556,556,45,51382.0,2,2,1,0,0,51830,1
557,557,34,40684.0,3,0,0,0,0,27359,0
558,558,31,38152.0,7,2,0,1,0,22517,1
559,559,32,46560.0,7,1,0,0,0,42267,0
560,560,34,46010.0,7,0,0,0,0,40170,0
561,561,24,55056.0,7,3,1,1,0,60367,2
562,562,40,52588.0,3,0,1,0,0,54986,1
563,563,46,33262.0,2,0,0,0,0,13871,0
564,564,37,41085.0,4,2,0,0,0,29654,0
565,565,43,54996.0,6,1,1,0,0,60310,1
566,566,28,26479.0,6,0,0,0,0,3963,0
567,567,30,37894.0,5,1,0,0,0,21407,0
568,568,50,55096.0,4,0,1,0,0,60432,1
569,569,27,39820.0,6,1,0,0,0,25363,0
570,570,36,42689.0,6,1,0,0,0,34441,0
571,571,31,28259.0,2,3,0,0,0,6320,0
572,572,51,50999.0,4,2,1,0,0,50917,1
573,573,48,39288.0,4,0,0,0,0,24859,0
574,574,41,44366.0,4,0,0,0,0,36644,0
575,575,28,45068.0,5,0,0,0,0,37449,0
576,576,37,69164.0,7,1,1,0,0,98799,1
577,577,41,44109.0,7,0,0,0,0,35698,0
578,578,50,45677.0,3,0,0,0,0,39313,0
579,579,48,25647.0,1,2,0,0,0,2895,0
580,580,48,53165.0,3,0,1,0,0,56120,1
581,581,38,42584.0,7,0,0,0,0,33794,0
582,582,39,38093.0,5,2,0,1,0,22333,1
583,583,35,28279.0,4,1,0,0,0,5974,0
584,584,37,41761.0,4,0,0,0,0,31126,0
585,585,32,39867.0,5,1,0,0,0,25686,0
586,586,17,49921.0,6,4,0,1,0,48671,1
587,587,44,32222.0,4,4,0,1,0,12116,1
588,588,49,39921.0,1,1,0,0,0,26078,0
589,589,37,46078.0,5,0,0,0,0,40392,0
590,590,46,26969.0,3,4,0,1,0,4891,1
591,591,43,40894.0,7,3,0,1,0,27960,1
592,592,37,41849.0,4,0,0,0,0,31263,0
593,593,47,44382.0,2,5,0,1,0,36811,1
594,594,34,50510.0,3,0,0,0,0,49424,0
595,595,37,46630.0,6,0,0,0,0,42378,0
596,596,38,46526.0,4,0,0,0,0,40627,0
597,597,52,53193.0,1,1,1,0,0,55811,1
598,598,33,55271.0,2,2,1,0,0,61307,1
599,599,47,41018.0,2,1,0,0,0,28762,0
600,600,46,51344.0,4,0,1,0,0,51578,1
601,601,29,34349.0,5,0,0,0,0,15277,0
602,602,39,31153.0,6,1,0,0,0,9529,0
603,603,29,43172.0,2,0,0,0,0,34677,0
604,604,30,37707.0,6,1,0,0,0,20897,0
605,605,37,55317.0,6,0,1,0,0,61304,1
606,606,39,77083.0,6,1,1,0,0,115709,1
607,607,25,42290.0,6,0,0,0,0,32590,0
608,608,26,26965.0,2,0,0,0,0,4362,0
609,609,27,54897.0,6,2,0,0,0,59597,0
610,610,48,55447.0,2,0,1,0,0,61877,1
611,611,28,38968.0,6,0,0,0,0,24524,0
612,612,31,26189.0,6,1,0,0,0,3441,0
613,613,22,42177.0,6,4,0,1,0,32231,1
614,614,40,37987.0,3,0,0,0,0,22052,0
615,615,22,30953.0,6,4,0,1,0,9239,1
616,616,52,51924.0,6,2,1,0,0,53342,1
617,617,39,40307.0,7,1,0,0,0,26842,0
618,618,40,42663.0,2,2,0,0,0,33981,0
619,619,44,50073.0,2,2,1,0,0,48856,1
620,620,42,15562.0,7,2,0,1,0,155,1
621,621,20,46618.0,4,1,0,0,0,42009,0
622,622,43,45122.0,5,0,0,0,0,37501,0
623,623,65,36300.0,4,0,0,0,1,19108,1
624,624,31,47969.0,5,0,0,0,0,44888,0
625,625,47,33877.0,3,2,0,0,0,14993,0
626,626,30,19856.0,3,0,0,0,0,765,0
627,627,37,50971.0,5,0,1,0,0,51026,1
628,628,40,42695.0,3,1,0,0,0,34267,0
629,629,70,31467.0,1,0,0,0,1,10017,1
630,630,42,51891.0,5,0,1,0,0,53124,1
631,631,65,42034.0,2,3,0,0,1,31535,1
632,632,39,41623.0,4,0,0,0,0,30818,0
633,633,36,51854.0,3,0,0,0,0,53170,0
634,634,39,21542.0,6,1,0,0,0,1143,0
635,635,40,31853.0,7,1,0,0,0,10584,0
636,636,45,55975.0,2,0,1,0,0,65164,1
637,637,39,41759.0,7,0,0,0,0,31256,0
638,638,33,66958.0,5,1,1,0,0,93099,1
639,639,27,40697.0,5,0,0,0,0,27309,0
640,640,22,53433.0,2,5,1,1,0,56642,2
641,641,26,26144.0,4,0,0,0,0,3192,0
642,642,36,42570.0,4,0,0,0,0,33788,0
643,643,35,53585.0,6,1,1,0,0,56772,1
644,644,36,29713.0,3,1,0,0,0,7259,0
645,645,35,45262.0,6,1,0,0,0,37786,0
646,646,25,46509.0,3,0,0,0,0,40641,0
647,647,61,29092.0,5,2,0,0,1,6984,1
648,648,49,47057.0,5,0,1,0,0,43213,1
649,649,42,39872.0,6,3,0,1,0,26183,1
650,650,30,31057.0,5,0,0,0,0,9487,0
651,651,49,61880.0,2,0,1,0,0,80117,1
652,652,32,54773.0,3,0,1,0,0,59276,1
653,653,28,43296.0,4,0,0,0,0,35079,0
654,654,26,27207.0,5,3,0,1,0,5135,1
655,655,34,50970.0,2,2,0,0,0,50817,0
656,656,40,17751.0,4,0,0,0,0,332,0
657,657,18,32075.0,3,6,0,1,0,11877,1
658,658,39,47102.0,4,2,0,0,0,43265,0
659,659,20,53336.0,6,1,1,0,0,56318,1
660,660,36,38004.0,6,0,0,0,0,21436,0
661,661,62,55307.0,5,0,1,0,0,60863,1
662,662,34,48497.0,2,0,0,0,0,46482,0
663,663,48,35403.0,2,1,0,0,0,17640,0
664,664,42,44015.0,5,6,0,1,0,35549,1
665,665,29,48002.0,2,0,0,0,0,45749,0
666,666,39,25233.0,5,1,0,0,1,2691,1
667,667,25,28316.0,6,0,0,0,0,6014,0
668,668,30,37816.0,4,0,0,0,0,21010,0
669,669,41,55349.0,7,1,1,0,0,60897,1
670,670,46,26957.0,2,0,0,0,0,4584,0
671,671,60,39848.0,2,2,0,0,0,25476,0
672,672,42,37501.0,4,0,0,0,0,20305,0
673,673,53,45478.0,5,0,0,0,0,38668,0
674,674,34,24688.0,2,0,0,0,0,2306,0
675,675,33,48324.0,6,0,0,0,0,46070,0
676,676,42,67374.0,7,0,1,0,0,93800,1
677,677,67,55266.0,1,0,0,0,0,60671,0
678,678,60,45431.0,1,0,0,0,1,38284,1
679,679,52,48614.0,1,1,1,0,0,46665,1
680,680,49,57530.0,2,0,1,0,0,70108,1
681,681,27,41569.0,2,1,0,0,0,30775,0
682,682,46,35338.0,5,2,0,1,0,17199,1
683,683,74,50242.0,1,0,0,0,1,49178,1
684,684,53,69625.0,6,0,1,0,0,100544,1
685,685,27,43113.0,2,1,0,0,0,34639,0
686,686,45,47146.0,4,2,1,0,0,43209,1
687,687,49,32411.0,3,0,0,0,0,13145,0
688,688,52,39674.0,4,0,0,0,0,25328,0
689,689,20,52377.0,5,0,0,0,0,54027,0
690,690,36,36404.0,2,0,0,0,0,19271,0
691,691,41,26980.0,4,1,0,0,0,5011,0
692,692,24,41963.0,5,0,0,0,0,31851,0
693,693,21,52372.0,7,1,0,0,0,53960,0
694,694,39,41018.0,2,2,0,0,0,28763,0
695,695,35,41117.0,5,0,0,0,0,29713,0
696,696,43,71793.0,4,0,1,0,0,109007,1
697,697,24,38012.0,5,2,0,0,0,21751,0
698,698,42,26993.0,3,0,0,0,0,4176,0
699,699,47,38040.0,6,1,0,0,0,21688,0
700,700,19,34996.0,2,1,0,0,0,16217,0
701,701,39,47971.0,2,0,0,0,0,44197,0
702,702,34,46618.0,6,0,0,0,0,41968,0
703,703,48,32296.0,7,1,0,0,0,12831,0
704,704,43,50892.0,4,2,1,0,0,50525,1
705,705,73,37995.0,2,0,0,0,0,21970,0
706,706,37,46156.0,7,0,0,0,0,40551,0
707,707,30,32181.0,3,0,0,0,0,12698,0
708,708,52,53984.0,4,1,1,0,0,57620,1
709,709,44,30037.0,7,1,0,0,0,7849,0
710,710,30,47999.0,4,0,0,0,0,44073,0
711,711,41,31924.0,5,0,0,0,0,10989,0
712,712,29,31045.0,4,0,0,0,0,9070,0
713,713,50,43274.0,6,0,0,0,0,34942,0
714,714,38,42644.0,4,1,1,0,0,33718,1
715,715,30,38127.0,5,1,0,0,0,22232,0
716,716,67,52695.0,3,0,1,0,1,55222,2
717,717,52,37519.0,5,0,0,0,0,20678,0
718,718,37,35447.0,4,0,0,0,0,17489,0
719,719,33,42411.0,7,1,0,0,0,33098,0
720,720,29,28141.0,3,1,0,0,0,5510,0
721,721,41,46766.0,6,1,1,0,0,42667,1
722,722,35,69620.0,5,2,1,0,0,100766,1
723,723,35,41270.0,7,0,0,0,0,30386,0
724,724,61,33912.0,6,0,0,0,0,14651,0
725,725,30,58569.0,7,1,1,0,0,72044,1
726,726,48,35403.0,2,1,0,0,0,17640,0
727,727,47,51932.0,2,1,1,0,0,53251,1
728,728,42,29784.0,6,0,0,0,0,7320,0
729,729,40,55352.0,5,0,1,0,0,62127,1
730,730,12,34800.0,4,3,0,1,0,15668,1
731,731,50,30546.0,5,1,0,0,0,8468,0
732,732,54,55287.0,4,0,1,0,0,60582,1
733,733,36,46067.0,2,4,0,0,0,40297,0
734,734,68,36863.0,6,0,0,0,1,19707,1
735,735,18,54609.0,2,0,0,0,0,58829,0
736,736,39,41060.0,6,1,0,0,0,29766,0
737,737,37,28252.0,2,0,0,0,0,6424,0
738,738,45,40941.0,2,1,0,0,0,27775,0
739,739,26,32436.0,7,0,0,0,0,12958,0
740,740,51,52555.0,3,0,1,0,0,54569,1
741,741,44,44736.0,5,3,0,1,0,37001,1
742,742,21,38011.0,4,5,0,1,0,21470,1
743,743,49,41148.0,3,0,0,0,0,29318,0
744,744,35,35900.0,5,2,0,0,0,18783,0
745,745,46,52228.0,6,5,1,1,0,53745,2
746,746,44,27037.0,6,1,0,0,0,4379,0
747,747,66,55469.0,1,0,0,0,0,62288,0
748,748,32,37520.0,2,0,0,0,0,20501,0
749,749,51,38117.0,4,4,0,1,0,22346,1
750,750,30,44952.0,3,4,0,1,0,37414,1
751,751,42,21355.0,7,5,0,1,0,1105,1
752,752,46,46573.0,2,2,0,0,0,41282,0
753,753,55,29115.0,2,0,0,0,0,6961,0
754,754,23,47963.0,6,1,0,0,0,44758,0
755,755,24,41039.0,7,1,0,0,0,28404,0
756,756,43,34116.0,4,2,0,0,0,15185,0
757,757,46,51891.0,6,0,1,0,0,53453,1
758,758,50,54882.0,6,0,1,0,0,59655,1
759,759,36,50581.0,6,0,0,0,0,49795,0
760,760,27,33884.0,2,0,0,0,0,14960,0
761,761,39,42740.0,6,2,0,1,0,34065,1
762,762,19,31914.0,2,2,0,0,0,10634,0
763,763,41,53239.0,6,4,1,1,0,55963,2
764,764,32,40644.0,2,0,0,0,0,27247,0
765,765,18,48077.0,5,2,0,0,0,45819,0
766,766,36,42605.0,5,1,0,0,0,33752,0
767,767,43,46643.0,3,0,1,0,0,42166,1
768,768,38,39274.0,6,5,0,1,0,24783,1
769,769,51,48037.0,6,1,1,0,0,44713,1
770,770,48,70689.0,6,0,1,0,0,103151,1
771,771,30,49832.0,2,1,1,0,0,48350,1
772,772,24,41304.0,4,0,0,0,0,30447,0
773,773,36,41064.0,6,0,0,0,0,29303,0
774,774,41,45458.0,7,4,0,1,0,38586,1
775,775,41,54418.0,4,2,1,0,0,58141,1
776,776,39,44364.0,4,0,0,0,0,36667,0
777,777,53,38015.0,5,1,0,0,0,22010,0
778,778,36,48031.0,5,2,0,0,0,45353,0
779,779,31,29865.0,6,1,0,0,0,7584,0
780,780,41,29057.0,7,0,0,0,0,6964,0
781,781,51,52566.0,3,2,1,0,0,54542,1
782,782,43,51509.0,4,0,1,0,0,52470,1
783,783,57,53346.0,2,3,1,0,0,56266,1
784,784,33,49678.0,2,1,0,0,0,48100,0
785,785,48,42021.0,5,1,0,0,0,31831,0
786,786,50,49201.0,3,4,1,1,0,47743,2
787,787,32,50638.0,5,1,0,0,0,49683,0
788,788,50,48306.0,2,0,1,0,0,46209,1
789,789,48,32433.0,1,0,0,0,0,12990,0
790,790,41,41770.0,6,1,0,0,0,31128,0
791,791,35,41111.0,3,0,0,0,0,29678,0
792,792,31,53188.0,3,2,1,0,0,55858,1
793,793,44,43349.0,3,1,0,0,0,35071,0
794,794,30,47958.0,4,0,0,0,0,44947,0
795,795,54,55104.0,3,1,1,0,0,60524,1
796,796,32,38810.0,2,7,0,0,0,23936,0
797,797,56,42613.0,2,2,1,0,0,33827,1
798,798,26,50873.0,6,0,0,0,0,50383,0
799,799,38,37314.0,7,1,0,0,0,20156,0
800,800,45,54863.0,7,1,1,0,0,60033,1
801,801,34,42348.0,2,3,0,0,0,32766,0
802,802,45,51836.0,3,1,1,0,0,53012,1
803,803,34,30200.0,4,0,0,0,0,8218,0
804,804,47,25088.0,2,0,0,0,0,2611,0
805,805,32,55648.0,6,2,1,0,0,62876,1
806,806,30,41347.0,3,0,0,0,0,30337,0
807,807,40,55523.0,7,4,1,1,0,62214,2
808,808,48,46557.0,6,1,0,0,0,41349,0
809,809,34,26958.0,2,1,0,0,0,4290,0
810,810,48,54369.0,3,0,1,0,1,58177,2
811,811,28,28270.0,6,0,0,0,0,5938,0
812,812,38,37653.0,4,2,0,0,0,20917,0
813,813,49,45772.0,5,1,0,0,0,39519,0
814,814,73,48302.0,1,1,0,0,1,46139,1
815,815,18,45428.0,7,1,0,0,0,38062,0
816,816,50,31970.0,5,3,0,1,0,11696,1
817,817,40,42649.0,7,0,1,0,0,33856,1
818,818,42,34122.0,2,0,0,0,0,15189,0
819,819,54,22757.0,2,0,0,0,1,1437,1
820,820,40,46755.0,7,1,1,0,0,42776,1
821,821,31,38876.0,3,2,0,0,0,24159,0
822,822,29,55275.0,3,0,1,0,0,61496,1
823,823,33,26310.0,6,0,0,0,0,3655,0
824,824,48,52629.0,4,3,1,1,0,54984,2
825,825,62,43799.0,4,1,0,0,0,35377,0
826,826,35,55325.0,3,2,1,0,0,60737,1
827,827,35,42461.0,4,1,0,0,0,33383,0
828,828,29,52836.0,5,1,0,0,0,55402,0
829,829,38,48625.0,5,3,1,1,0,46785,2
830,830,48,33051.0,4,1,0,0,0,13726,0
831,831,59,50098.0,4,2,1,0,0,48744,1
832,832,41,41100.0,3,0,0,0,0,29330,0
833,833,43,39774.0,5,1,0,0,0,25564,0
834,834,46,73097.0,5,0,1,0,0,110243,1
835,835,23,31547.0,6,0,0,0,0,9999,0
836,836,34,44621.0,5,0,0,0,0,36909,0
837,837,39,55281.0,4,0,1,0,0,61017,1
838,838,34,52631.0,2,0,0,0,0,54824,0
839,839,57,28371.0,6,1,0,0,0,6447,0
840,840,51,37987.0,3,2,0,0,0,21761,0
841,841,45,42320.0,4,1,0,0,0,32716,0
842,842,36,53591.0,6,0,1,0,0,56902,1
843,843,36,37993.0,5,1,0,0,0,21589,0
844,844,45,48066.0,5,0,1,0,0,45902,1
845,845,32,39267.0,7,0,0,0,0,25018,0
846,846,22,38837.0,2,1,0,0,0,23942,0
847,847,22,42151.0,3,1,0,0,0,32546,0
848,848,33,31329.0,5,0,0,0,0,9616,0
849,849,57,42599.0,5,0,0,0,1,33698,1
850,850,47,31956.0,2,0,0,0,0,11381,0
851,851,28,32046.0,6,0,0,0,0,11425,0
852,852,37,55552.0,6,0,1,0,0,62813,1
853,853,33,37957.0,7,0,0,0,0,21664,0
854,854,45,42463.0,6,1,0,0,0,33488,0
855,855,38,41804.0,3,2,0,0,0,31270,0
856,856,57,45351.0,1,0,0,0,1,38001,1
857,857,47,47988.0,3,1,1,0,0,44177,1
858,858,33,51926.0,7,2,0,1,0,53169,1
859,859,28,53236.0,7,0,1,0,0,55598,1
860,860,28,26079.0,6,1,0,0,0,3316,0
861,861,51,46592.0,3,0,0,0,0,41542,0
862,862,49,54334.0,6,0,1,0,0,57971,1
863,863,41,34703.0,3,3,0,0,0,15547,0
864,864,44,47984.0,4,0,1,0,0,44546,1
865,865,51,55315.0,3,0,1,0,0,60607,1
866,866,32,35284.0,7,0,0,0,0,16958,0
867,867,22,30024.0,2,1,0,0,0,7836,0
868,868,41,37248.0,6,0,0,0,0,20061,0
869,869,31,77086.0,6,0,1,0,0,115059,1
870,870,43,38060.0,6,2,0,1,0,22332,1
871,871,40,51260.0,3,1,1,0,0,51737,1
872,872,42,52627.0,6,0,1,0,0,54594,1
873,873,25,35339.0,5,0,0,0,0,16787,0
874,874,50,39948.0,5,1,0,0,0,26360,0
875,875,20,34848.0,7,7,0,1,0,15814,1
876,876,38,52472.0,2,0,1,0,0,54337,1
877,877,45,47390.0,3,0,1,0,0,43667,1
878,878,44,48707.0,7,1,1,0,0,47154,1
879,879,39,42678.0,7,3,0,1,0,34289,1
880,880,35,55281.0,4,1,1,0,0,61014,1
881,881,41,50227.0,5,2,1,0,0,49297,1
882,882,16,18762.0,4,2,0,0,0,560,0
883,883,41,26833.0,5,0,0,0,0,4035,0
884,884,29,41532.0,4,1,0,0,0,30661,0
885,885,32,28277.0,3,0,0,0,0,6327,0
886,886,37,43289.0,7,0,0,0,0,34982,0
887,887,34,37957.0,7,0,0,0,0,21723,0
888,888,38,55631.0,3,3,1,0,0,62851,1
889,889,33,50583.0,6,0,0,0,0,49482,0
890,890,14,35886.0,3,0,0,0,0,18865,0
891,891,27,31318.0,2,3,0,0,0,9554,0
892,892,51,37908.0,1,1,0,0,0,21059,0
893,893,47,53845.0,2,0,1,0,0,57047,1
894,894,32,51525.0,3,1,0,0,0,52535,0
895,895,51,46059.0,5,2,0,0,0,40433,0
896,896,66,47160.0,6,0,0,0,0,43422,0
897,897,38,30107.0,4,3,0,1,0,8177,1
898,898,38,53210.0,5,0,1,0,0,56209,1
899,899,35,42709.0,7,1,0,0,0,34443,0
900,900,42,34966.0,5,0,0,0,0,15991,0
901,901,26,71500.0,2,1,1,0,0,107220,1
902,902,39,48976.0,6,0,1,0,0,47441,1
903,903,42,46586.0,5,0,0,0,0,41468,0
904,904,51,45473.0,1,3,0,0,0,38673,0
905,905,24,39787.0,2,0,0,0,0,25366,0
906,906,51,53369.0,2,4,1,0,0,56510,1
907,907,31,26289.0,2,2,0,0,0,3779,0
908,908,68,41993.0,6,0,0,0,0,31523,0
909,909,49,29056.0,5,0,0,0,0,6890,0
910,910,82,72913.0,5,1,1,0,0,109568,1
911,911,62,38240.0,4,0,0,0,0,22445,0
912,912,47,46355.0,3,0,0,0,0,40588,0
913,913,33,54793.0,6,1,1,0,0,59246,1
914,914,90,38190.0,4,3,0,0,0,22454,0
915,915,38,47997.0,6,0,0,0,0,45599,0
916,916,37,49795.0,7,4,0,1,0,48154,1
917,917,35,41388.0,6,1,0,0,0,30595,0
918,918,56,40296.0,2,4,0,0,0,26863,0
919,919,37,53440.0,6,0,1,0,0,56456,1
920,920,35,48514.0,3,3,1,0,0,46501,1
921,921,41,44543.0,6,2,0,1,0,36857,1
922,922,53,26957.0,2,0,0,0,0,4577,0
923,923,51,24972.0,1,0,0,0,0,2435,0
924,924,37,35417.0,5,0,0,0,0,17394,0
925,925,41,48689.0,2,0,1,0,0,47251,1
926,926,46,39228.0,4,2,0,0,0,24696,0
927,927,38,52717.0,2,0,1,0,0,55219,1
928,928,52,29711.0,5,0,0,0,0,7243,0
929,929,49,50768.0,3,1,1,0,0,50153,1
930,930,34,46804.0,2,0,0,0,0,42809,0
931,931,69,48100.0,3,0,1,0,0,45822,1
932,932,45,62615.0,5,0,1,0,0,81764,1
933,933,35,26119.0,4,5,0,1,0,3136,1
934,934,51,53369.0,3,0,1,0,0,56659,1
935,935,39,48643.0,6,1,1,0,0,46714,1
936,936,37,29913.0,3,3,0,0,0,7441,0
937,937,47,23524.0,7,0,0,0,0,1773,0
938,938,41,36837.0,6,2,0,1,0,19562,1
939,939,40,57611.0,3,0,1,0,0,70296,1
940,940,40,22915.0,2,2,0,0,0,1495,0
941,941,39,26083.0,6,3,0,1,0,3202,1
942,942,30,47951.0,2,2,0,0,0,45011,0
943,943,41,37869.0,2,0,0,0,0,21271,0
944,944,34,46647.0,3,0,0,0,0,41707,0
945,945,48,45326.0,6,3,0,1,0,37760,1
946,946,32,46001.0,3,0,0,0,0,39915,0
947,947,35,42489.0,4,1,0,0,0,33448,0
948,948,30,54930.0,2,0,0,0,0,59646,0
949,949,33,51039.0,2,3,0,0,0,50784,0
950,950,28,30958.0,5,1,0,0,0,9143,0
951,951,24,22514.0,6,0,0,0,0,1327,0
952,952,54,44067.0,1,1,0,0,1,35717,1
953,953,22,49013.0,6,1,0,0,0,47468,0
954,954,40,55520.0,4,0,0,0,0,62389,0
955,955,45,46798.0,7,1,0,0,0,42591,0
956,956,47,55070.0,1,1,1,0,0,60461,1
957,957,36,28274.0,2,1,0,0,0,5714,0
958,958,63,42072.0,2,2,0,0,1,31927,1
959,959,65,46648.0,3,1,0,0,0,41751,0
960,960,39,48559.0,3,0,1,0,0,46742,1
961,961,48,37495.0,3,2,0,0,0,20352,0
962,962,21,41064.0,6,0,0,0,0,30023,0
963,963,37,47107.0,4,2,0,0,0,43119,0
964,964,40,56925.0,4,0,1,0,0,68799,1
965,965,19,33943.0,2,3,0,0,0,14881,0
966,966,50,27023.0,3,0,0,0,0,4547,0
967,967,44,41313.0,5,2,0,1,0,30170,1
968,968,53,38110.0,4,2,0,0,0,22276,0
969,969,30,52586.0,5,1,0,0,0,54915,0
970,970,39,49153.0,5,0,1,0,0,47640,1
971,971,34,31015.0,3,0,0,0,0,9369,0
972,972,18,29968.0,4,1,0,0,0,7818,0
973,973,38,70997.0,7,2,1,1,0,105527,2
974,974,52,28337.0,6,0,0,0,0,5671,0
975,975,27,39898.0,2,0,0,0,0,25783,0
976,976,44,45507.0,3,1,0,0,0,38756,0
977,977,60,35858.0,3,0,0,0,0,18284,0
978,978,39,48302.0,4,2,1,0,0,46169,1
979,979,44,38187.0,7,2,0,1,0,22497,1
980,980,28,42702.0,4,0,0,0,0,33957,0
981,981,23,41775.0,2,0,0,0,0,31139,0
982,982,24,31883.0,2,5,0,1,0,10878,1
983,983,65,32184.0,4,0,0,0,1,12277,1
984,984,23,42199.0,2,1,0,0,0,32101,0
985,985,49,26280.0,6,2,0,0,0,3819,0
986,986,35,32001.0,6,0,0,0,0,11491,0
987,987,38,48645.0,7,0,1,0,0,47014,1
988,988,50,52720.0,4,0,1,0,0,55149,1
989,989,13,54593.0,3,1,0,0,0,58915,0
990,990,55,39874.0,1,3,0,0,0,25945,0
991,991,32,38823.0,6,0,0,0,0,23880,0
992,992,42,48160.0,5,1,1,0,0,45945,1
993,993,39,48261.0,3,2,1,0,0,46148,1
994,994,51,30287.0,4,1,0,0,0,8276,0
995,995,58,52181.0,6,0,1,0,0,53726,1
996,996,52,62111.0,1,3,1,0,0,80986,1
997,997,41,43610.0,7,1,0,0,0,35131,0
998,998,76,53400.0,4,0,1,0,1,56717,2
999,999,29,26142.0,2,1,0,0,0,3323,0
1000,1000,28,26175.0,5,2,0,0,0,3590,0
1001,1001,15,32014.0,3,0,0,0,0,11351,0
1002,1002,23,47967.0,4,2,0,0,0,45508,0
1003,1003,45,26092.0,4,0,0,0,0,3217,0
1004,1004,37,37612.0,4,0,0,0,0,20890,0
1005,1005,56,35887.0,5,1,0,0,1,18751,1
1006,1006,36,45411.0,7,0,0,0,0,38046,0
1007,1007,31,37573.0,7,1,0,0,0,20879,0
1008,1008,54,38099.0,6,0,0,0,0,22316,0
1009,1009,57,31212.0,4,1,0,0,1,9524,1
1010,1010,27,43058.0,3,0,0,0,0,34656,0
1011,1011,24,53248.0,4,1,1,0,0,55740,1
1012,1012,43,19878.0,3,1,0,0,0,728,0
1013,1013,44,30843.0,7,1,0,0,0,8718,0
1014,1014,35,41306.0,4,0,0,0,0,30356,0
1015,1015,24,32006.0,3,0,0,0,0,11631,0
1016,1016,44,35364.0,4,0,0,0,0,17507,0
1017,1017,23,37872.0,4,3,0,1,0,21310,1
1018,1018,30,28374.0,4,0,0,0,0,6464,0
1019,1019,50,51385.0,4,1,1,0,0,51881,1
1020,1020,38,37501.0,7,1,0,0,0,20840,0
1021,1021,26,54868.0,4,0,0,0,0,59408,0
1022,1022,30,48018.0,6,1,0,0,0,44538,0
1023,1023,43,34999.0,5,0,0,0,0,16176,0
1024,1024,25,46584.0,7,4,0,1,0,41421,1
1025,1025,23,29448.0,6,2,0,1,0,7064,1
1026,1026,38,26978.0,6,0,0,0,0,4487,0
1027,1027,47,26345.0,5,0,0,0,0,3648,0
1028,1028,17,38138.0,6,2,0,1,0,22290,1
1029,1029,24,55263.0,6,1,1,0,0,60732,1
1030,1030,27,42630.0,6,2,0,0,0,33800,0
1031,1031,29,52696.0,3,1,1,0,0,55203,1
1032,1032,44,40990.0,2,1,0,0,0,28639,0
1033,1033,42,47373.0,5,0,0,0,0,43595,0
1034,1034,30,45515.0,6,4,0,1,0,38784,1
1035,1035,33,42623.0,7,0,0,0,0,33754,0
1036,1036,26,41314.0,6,7,0,1,0,30484,1
1037,1037,27,46464.0,7,2,0,1,0,40709,1
1038,1038,47,50898.0,3,4,1,1,0,50310,2
1039,1039,29,31871.0,4,6,0,1,0,10691,1
1040,1040,31,45392.0,4,1,0,0,0,37976,0
1041,1041,29,28323.0,6,0,0,0,0,5897,0
1042,1042,29,38725.0,3,0,0,0,0,23865,0
1043,1043,45,20671.0,5,0,0,0,0,1016,0
1044,1044,22,47744.0,4,3,0,1,0,43851,1
1045,1045,36,35944.0,4,0,0,0,0,18712,0
1046,1046,43,47792.0,7,0,1,0,0,43897,1
1047,1047,33,46649.0,2,2,0,0,0,41435,0
1048,1048,29,17570.0,5,0,0,0,0,234,0
1049,1049,14,34014.0,2,0,0,0,0,15104,0
1050,1050,49,31571.0,3,1,0,0,0,10386,0
1051,1051,26,46081.0,5,0,0,0,0,40245,0
1052,1052,29,28307.0,2,0,0,0,0,6410,0
1053,1053,47,43312.0,2,1,0,0,0,34984,0
1054,1054,37,54296.0,4,0,1,0,0,57920,1
1055,1055,28,35457.0,7,2,0,1,0,18143,1
1056,1056,37,56118.0,5,3,1,1,0,65283,2
1057,1057,24,41284.0,3,4,0,1,0,30221,1
1058,1058,40,71785.0,7,0,1,0,0,109032,1
1059,1059,33,31302.0,2,1,0,0,0,9691,0
1060,1060,38,62065.0,3,0,1,0,0,80855,1
1061,1061,32,35815.0,6,0,0,0,0,18218,0
1062,1062,58,41973.0,2,1,0,0,0,31643,0
1063,1063,47,46620.0,2,2,0,0,0,41366,0
1064,1064,37,33345.0,3,0,0,0,0,14055,0
1065,1065,49,37056.0,6,1,0,0,0,19965,0
